ParishID,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday
177,Monday from 8:40 AM to 9:00 AM or by appointment,NA,NA,NA,NA,NA,NA
178,NA,NA,NA,NA,NA,NA,NA
179,NA,NA,NA,NA,NA,NA,NA
180,NA,NA,NA,NA,NA,NA,NA
181,9:00 AM - 10:00 AM or by appointment,NA,NA,5:00 PM - 6:00 PM (During Holy Hour) or by appointment,NA,NA,NA
182,3:00 PM - 3:45 PM,NA,NA,NA,NA,NA,9:30 AM - 10:30 AM
183,4:00 PM - 4:45 PM,NA,NA,NA,Immediately following Mass,NA,NA
184,3:00 PM - 3:30 PM,NA,NA,NA,NA,NA,NA
185,NA,NA,NA,4:30 PM - 5:00 PM,NA,4:30 PM - 5:00 PM,NA
186,NA,NA,NA,NA,NA,NA,NA
187,3:00 PM - 3:45 PM,11:15 AM - 12:00 PM,NA,NA,NA,NA,NA
188,NA,NA,NA,NA,NA,NA,NA
189,Saturday from 4:00 PM until 4:30 PM,NA,NA,NA,NA,NA,NA
190,A priest will be available 30 minutes before every weekday and weekend Mass for 20 minutes.,NA,NA,NA,NA,NA,NA
191,"3:00 PM, 5:30 PM at St. Thomas",NA,NA,5:30 PM,5:30 PM,11:30 AM at St. Thomas,NA
192,4:00 PM - 4:45 PM,11:45 AM - 12:45 PM,NA,5:00 PM - 5:45 PM,5:00 PM - 5:45 PM,5:00 PM - 5:45 PM,NA
193,4:00 PM to 4:30 PM,"8:00 AM to 8:30 AM, 10:00 AM to 10:30 AM, 12:00 PM to 12:30 PM, 4:30 PM to 5:30 PM, 8:30 PM to 9:00 PM",11:45 AM to 12:15 PM,8:00 PM to 9:00 PM,4:30 PM to 5:30 PM,8:00 PM to 9:00 PM,NA
194,4:15 PM,after 11:00 AM Mass,NA,NA,NA,NA,NA
195,Immediately following weekday Mass (5:15 P.M. Mon-Fri),NA,NA,NA,NA,NA,NA
196,30 minutes before each Mass,NA,NA,NA,NA,NA,NA
197,4:00 PM - 4:45 PM,NA,NA,8:40 AM - 8:55 AM,NA,8:40 AM - 8:55 AM,8:40 AM - 8:55 AM
198,NA,NA,NA,NA,NA,NA,NA
199,NA,NA,NA,NA,NA,NA,NA
200,3:45 PM - 4:30 PM,NA,NA,NA,NA,NA,NA
201,Saturday 4:30 PM - 5:00 PM or by appointment,NA,NA,NA,NA,NA,NA
202,First Friday 9:00 AM - 9:30 AM or by appointment.,NA,NA,NA,NA,NA,NA
203,NA,NA,NA,NA,NA,NA,NA
204,Following the 8:30 AM Mass,NA,NA,NA,6:00 PM - 6:45 PM,NA,NA
205,3:30 PM,NA,NA,NA,NA,NA,11:30 AM
206,"Following the 8:10 AM Mass, 3:00 PM-3:50 PM",NA,NA,7:15 AM-7:45 AM,NA,"7:15 AM-7:45 AM, 6:00 PM-6:45 PM",NA
207,3:30 PM - 4:30 PM,NA,NA,8:15 AM - 8:50 AM,5:00 PM - 6:00 PM,NA,8:15 AM - 8:50 AM
208,6:00 PM,NA,NA,NA,6:00 PM,6:00 PM,NA
209,"9:15 AM, 11:30 AM",NA,NA,NA,"4:15 PM, 6:30 PM, 4:30 PM, 5:45 PM, 6:00 PM, 6:15 PM",NA,NA
210,Mystery of Repentance also available by appointment,NA,NA,NA,NA,NA,NA
211,3:00 PM Before Mass,NA,NA,6:30 PM Before Mass,7:30 AM Before Mass,NA,NA
212,NA,NA,NA,NA,NA,NA,NA
213,9:45 AM - 10:30 AM,NA,NA,NA,5:30 PM - 6:30 PM,6:00 PM - 7:30 PM,NA
214,NA,NA,NA,NA,NA,NA,NA
215,NA,9:00 AM - 9:30 AM,NA,2:00 PM - 3:00 PM,NA,NA,NA
216,4:00 PM - 4:45 PM,NA,NA,NA,NA,NA,NA
217,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,NA,NA,NA,NA,NA
220,NA,NA,NA,NA,NA,NA,NA
221,3:30 PM to 4:25 PM,3:30 PM to 4:25 PM,NA,NA,NA,NA,NA
222,NA,NA,NA,NA,NA,NA,NA
223,30 minutes before every Mass and also upon request.,NA,NA,NA,NA,NA,NA
224,Availability of the Priest,Availability of the Priest,NA,6:00 PM - 6:45 PM,6:00 PM - 6:45 PM,6:00 PM - 6:45 PM,6:00 PM - 6:45 PM
225,"4:30 PM, By appointment only",NA,NA,NA,NA,NA,NA
226,NA,NA,NA,NA,NA,NA,NA
227,Saturday 4:00 PM - 4:45 PM,NA,NA,NA,NA,NA,NA
228,NA,NA,NA,NA,NA,NA,NA
229,9:30 AM,NA,NA,6:00 PM - 6:45 PM,NA,6:00 PM - 6:45 PM,NA
230,4:30 PM (in Day Chapel) or by Appointment,8:30 AM,NA,NA,NA,NA,NA
231,9:00 AM - 10:00 AM,NA,11:15 AM - 11:45 AM,NA,11:15 AM - 11:45 AM,NA,11:15 AM - 11:45 AM
232,NA,NA,NA,NA,NA,NA,NA
233,NA,"9:00 AM - 9:20 AM, 10:30 AM - 10:50 AM",NA,11:30 AM - 11:50 AM,NA,11:30 AM - 11:50 AM,"11:30 AM - 11:50 AM, 5:00 PM - 6:00 PM"
234,"Monday, December 16 at 7 PM",NA,NA,NA,NA,NA,NA
235,\ubbf8\uc0ac\uc804,NA,NA,NA,NA,NA,NA
236,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,NA,NA,6:00 PM - 7:00 PM,NA,NA
240,Saturdays from 4:15 PM to 4:45 PM or by appointment,NA,NA,NA,NA,NA,NA
241,9:30 AM - 10:30 AM,NA,NA,NA,7:30 PM - 8:30 PM,NA,NA
242,"[""Every Saturday 4:00 PM to 5:00 PM"",""30 minutes before all weekday masses"",""Or by appointment""]",NA,NA,NA,NA,NA,NA
243,NA,NA,NA,NA,NA,NA,NA
244,10:00 AM - 11:00 AM or by appointment,NA,NA,NA,6:00 PM - 7:00 PM,NA,NA
245,3:00 PM (or by appointment),NA,NA,5:30 PM,NA,NA,NA
246,"4:00 PM - 4:45 PM, 9:00 AM - 10:00 AM, 3:00 PM - 4:00 PM",NA,NA,NA,6:00 PM - 7:00 PM,NA,NA
247,"8:00 AM, 3:00 PM - 4:00 PM",NA,8:30 AM - 9:00 AM,NA,NA,6:00 PM,8:30 AM - 9:00 AM
248,4:00 PM - 4:30 PM,NA,NA,NA,NA,5:30 PM,NA
249,8:00 AM - 9:00 AM,30 min. before Mass,Before each Mass,Before each Mass,Before each Mass,Before each Mass,Before each Mass
250,Saturdays 4:00 PM or by appointment,NA,NA,NA,NA,NA,NA
251,2:30 PM to 3:30 PM,NA,NA,NA,NA,NA,NA
252,NA,NA,"{'Wednesday': '5:30 PM - 6:45 PM', 'Friday': '8:00 AM - 8:45 AM or by appointment'}","{'Wednesday': '5:30 PM - 6:45 PM', 'Friday': '8:00 AM - 8:45 AM or by appointment'}","{'Wednesday': '5:30 PM - 6:45 PM', 'Friday': '8:00 AM - 8:45 AM or by appointment'}","{'Wednesday': '5:30 PM - 6:45 PM', 'Friday': '8:00 AM - 8:45 AM or by appointment'}","{'Wednesday': '5:30 PM - 6:45 PM', 'Friday': '8:00 AM - 8:45 AM or by appointment'}"
253,NA,NA,NA,NA,NA,NA,NA
254,9:00 AM - 10:00 AM,NA,NA,NA,7:00 PM - 8:00 PM,NA,NA
255,Available before and after each liturgy and by appointment.,NA,NA,NA,NA,NA,NA
256,3:30 PM – 7:00 PM (Bilingual),NA,NA,NA,NA,NA,4:30 PM – 5:30 PM (Bilingual)
257,3:00 PM to 4:00 PM,NA,NA,NA,9:30 AM to 6:30 PM,NA,NA
258,NA,NA,5:00 PM - 5:45 PM,"11:00 AM - 11:45 AM, 6:00 PM - 6:45 PM",NA,"11:00 AM - 11:45 AM, 6:00 PM - 6:45 PM",NA
259,8:30 AM - 10:00 AM,NA,8:00 AM - 8:25 AM,8:00 AM - 8:25 AM,8:00 AM - 8:25 AM,6:00 PM - 7:00 PM,8:00 AM - 8:25 AM
260,NA,NA,NA,NA,NA,NA,NA
261,"9:00 AM - 10:00 AM, 3:00 PM - 4:00 PM",NA,NA,NA,5:00 PM - 7:00 PM (Español/English),NA,NA
262,NA,NA,NA,NA,NA,NA,NA
263,9:30 AM - 10:30 AM,NA,NA,NA,5:00 PM - 6:00 PM,NA,NA
264,4:00 PM - 4:30 PM,"7:15 AM - 7:45 AM, 10:00 AM - 10:30 AM",NA,NA,5:00 PM - 5:45 PM,NA,NA
265,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,NA,NA,NA,NA,NA
267,3:00 PM - 3:45 PM,NA,NA,NA,NA,NA,6:00 PM - 6:45 PM
268,9:45 AM to 10:30 AM or by appointment,NA,6:45 PM to 7:30 PM or by Appointment,"9:45 AM to 10:30 AM Except 1st Tuesday, or by appointment",6:45 PM to 7:30 PM or by Appointment,9:45 AM to 10:30 AM or by appointment,NA
269,11:00 AM,NA,NA,NA,NA,NA,NA
270,No Confessions the weeks of Christmas and New Year's.,NA,NA,NA,NA,NA,NA
271,Saturday from 3:00 PM to 4:30 PM,NA,NA,NA,NA,NA,NA
272,10:00 AM,NA,5:00 PM – 6:00 PM,5:00 PM – 6:00 PM,NA,5:00 PM – 6:00 PM,NA
273,Saturday 3:30 PM - 4:30 PM,NA,NA,NA,NA,NA,NA
274,NA,NA,NA,NA,NA,NA,NA
275,"Saturdays, 4:00 PM or by appointment",NA,NA,NA,NA,NA,NA
276,NA,NA,NA,NA,NA,NA,NA
277,NA,NA,NA,NA,NA,NA,NA
278,4:45 PM - 5:15 PM,9:15 AM - 9:45 AM,NA,NA,5:15 PM - 6:15 PM,NA,NA
279,NA,NA,NA,NA,NA,NA,NA
280,4:00 PM - 4:30 PM,NA,NA,NA,"9:00 AM, 5:30 PM - 6:10 PM",NA,NA
281,Saturday: 3:00 PM - 4:30 PM,NA,NA,NA,NA,NA,NA
282,3:30 PM - 4:30 PM or by appointment,NA,NA,NA,NA,NA,NA
283,Saturdays at 2:30 PM,NA,NA,NA,NA,NA,NA
284,1:30 PM - 3:00 PM,NA,NA,NA,5:00 PM - 6:00 PM,NA,NA
285,4:30 PM (Saturday) or by appointment only. Please contact Fr. Bryan at frbryan@stspandp.com or through Parish Office at 404-241-5862.,NA,NA,NA,NA,NA,NA
286,"By appointment only, call 404-521-1866",NA,NA,NA,NA,NA,NA
287,3:30 PM - 4:30 PM,NA,NA,5:00 PM,NA,NA,NA
288,"Available on Saturday\u2019s prior to the 5:00 p.m. liturgy in the back of church. Anytime by appointment, Communal celebrations as announced during Advent and Lent.",NA,NA,NA,NA,NA,NA
289,"9:00 AM - 10:00 AM, 3:45 PM - 4:45 PM",NA,9:00 AM,NA,4:00 PM before Evening Advent Mass,NA,9:00 AM
290,NA,NA,NA,NA,NA,NA,NA
291,Saturday: 9:00 AM - 10:00 AM (Church),NA,NA,NA,NA,NA,NA
292,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,NA,NA,NA,NA,NA
294,3:00 PM - 4:00 PM,30 minutes prior to Mass,NA,NA,30 minutes prior to Mass,NA,NA
295,NA,NA,NA,NA,NA,NA,NA
296,NA,10:15 AM - 10:45 AM,NA,NA,NA,NA,NA
297,4:00 PM - 5:00 PM,NA,NA,NA,11:00 AM - 11:45 AM,NA,NA
298,Tuesday & Thursday at 5:00-5:25 PM,NA,NA,NA,NA,NA,NA
299,Saturdays at 4:00 PM or by appointment,NA,NA,NA,NA,NA,NA
300,NA,NA,NA,NA,NA,NA,NA
301,Available by appointment throughout the year; communal penance services typically scheduled during Advent and Lent.,NA,NA,NA,NA,NA,NA
302,Every Saturday 3:00 PM - 4:00 PM,NA,NA,NA,NA,NA,NA
303,NA,NA,NA,NA,NA,NA,NA
304,2:30 PM - 3:15 PM,NA,NA,NA,5:00 PM - 6:15 PM,NA,NA
305,Every Sunday after 8:30 AM Mass,NA,NA,NA,NA,NA,NA
306,"3:00 PM, 4:00 PM",NA,NA,NA,NA,NA,NA
307,3:00 PM - 4:00 PM,NA,"5:00 PM - 6:00 PM (Only available Labor Day-Memorial Day), 6:45 PM - 8:00 PM",NA,NA,NA,NA
308,Before Mass,NA,NA,NA,NA,NA,NA
309,3:30 PM to 4:00 PM,NA,NA,NA,NA,NA,NA
310,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,NA,NA,NA,NA,NA
313,4:00 PM - 4:45 PM,NA,NA,NA,NA,NA,NA
314,3:30 PM,NA,NA,NA,NA,NA,NA
315,3:30 PM – 4:30 PM or by appointment,NA,NA,NA,NA,NA,NA
316,3:15 PM - 3:45 PM,NA,NA,6:00 PM - 6:30 PM,NA,NA,NA
317,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,NA,NA,NA,NA,NA
319,5:00 PM - 5:45 PM,9:15 AM - 9:45 AM,NA,NA,5:30 PM - 6:15 PM,NA,8:00 AM - 8:45 AM
320,NA,NA,NA,11:00 AM - 11:45 AM,NA,NA,NA
321,3:30 PM,NA,NA,NA,NA,NA,NA
322,03:30 PM,NA,NA,NA,NA,NA,NA
323,Saturday 4:00 PM - 4:30 PM,NA,NA,NA,NA,NA,NA
324,"[""2:30 PM""]",NA,NA,NA,NA,NA,NA
325,"4:00 PM - 4:30 PM, or by appointment",NA,NA,NA,NA,NA,NA
326,3:00 PM to 4:00 PM,Half an hour before Mass,NA,NA,NA,6:30 PM to 7:30 PM,NA
327,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,NA,NA,NA,NA,NA
331,3:00 PM - 3:30 PM,"8:00 AM - 8:30 AM, 10:00 AM - 10:30 AM",NA,NA,NA,NA,NA
332,3:00 PM Saturdays,NA,NA,NA,NA,NA,NA
333,"11:00 AM - 11:45 AM, 4:30 PM - 5:15 PM",NA,NA,11:00 AM - 11:45 AM,11:00 AM - 11:45 AM,11:00 AM - 11:45 AM,11:00 AM - 11:45 AM
334,An hour before Mass begins,NA,NA,NA,NA,NA,NA
335,Saturday 3:00 - 3:30 PM or by appointment,NA,NA,NA,NA,NA,NA
336,3:00 PM - 3:30 PM at St. Mary & Sacred Heart,NA,NA,NA,NA,NA,NA
337,3:30 PM - 3:50 PM at Gate of Heaven Church,"5:30 PM - 5:50 PM at St. Brigid Church (Sept - June 9, 2024)",NA,NA,NA,NA,NA
338,NA,NA,NA,NA,NA,NA,NA
339,4:00 PM - 4:45 PM,3:00 PM - 3:45 PM,NA,NA,NA,NA,NA
340,NA,NA,NA,NA,NA,NA,NA
341,9:30 AM - 10:30 AM,NA,NA,NA,NA,NA,NA
342,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,NA,NA,6:05 PM - 6:45 PM in Our Lady of Good Voyage Church,NA,NA
344,NA,NA,NA,NA,NA,NA,NA
345,Saturdays from 3:00 PM - 3:30 PM or by appointment,NA,NA,NA,NA,NA,NA
346,2:30 PM - 3:30 PM,NA,NA,NA,NA,NA,NA
347,"Saturday, 3:00-3:30 PM, IC Church or by appointment",NA,NA,NA,NA,NA,NA
348,10:00 AM - 3:45 PM,NA,NA,NA,NA,6:00 PM - 6:45 PM,10:00 AM - 3:00 PM (except during Mass)
349,NA,NA,NA,NA,NA,NA,NA
350,3:15 PM to 4:00 PM,NA,NA,NA,7:00 PM to 8:00 PM,NA,NA
351,by appointment,NA,NA,NA,NA,NA,NA
352,Saturdays from 3:00 PM \u2013 3:45 PM in the Chapel or any time by appointment.,NA,NA,NA,NA,NA,NA
353,1:00 P.M. - 3:00 P.M.,NA,NA,5:00 P.M. - 6:00 P.M.,NA,NA,NA
354,By appointment. Please contact the Parish Office.,NA,NA,NA,NA,NA,NA
355,12:00 PM to 1:30 PM Immaculate Conception,NA,NA,NA,7:00 PM to 8:30 PM St. James,NA,NA
356,Available at any time by appointment.,NA,NA,NA,NA,NA,NA
357,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,NA,NA,NA,NA,NA
359,"8:00 AM - 9:00 AM, 3:30 PM - 4:00 PM","10:00 AM - 11:00 AM, 5:00 PM - 5:30 PM",12:00 PM - 12:30 PM,NA,12:00 PM - 12:30 PM,5:00 PM - 5:30 PM,12:00 PM - 12:30 PM
360,NA,NA,6:00 PM to 7:00 PM,NA,NA,NA,NA
361,NA,NA,NA,NA,NA,NA,NA
362,Bilingual after 7 PM Mass and during Spanish Mass,NA,NA,NA,NA,NA,NA
363,NA,NA,NA,NA,NA,NA,NA
364,3:15 PM to 3:45 PM,NA,NA,NA,NA,NA,NA
365,Saturday 2:45 PM - 3:15 PM,NA,NA,NA,NA,NA,NA
366,"[""Friday 6:00 PM"",""Daily 30 minutes before Mass or by appointment""]",NA,NA,NA,NA,NA,NA
367,NA,NA,NA,NA,NA,NA,NA
368,4:00 PM,NA,NA,NA,NA,NA,NA
369,3:15 PM to 3:55 PM at St. Joseph,NA,NA,6:00 PM to 7:00 PM at St. John the Evangelist,NA,6:00 PM to 7:00 PM at St. Joseph,NA
370,3:00 PM - 3:45 PM,NA,NA,NA,NA,NA,NA
371,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,NA,NA,NA,NA,NA
373,NA,NA,NA,NA,NA,NA,NA
374,NA,NA,NA,NA,NA,NA,NA
375,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,NA,NA,NA,NA,NA
377,"8:45 AM - 9:30 AM, 3:00 PM - 3:30 PM",NA,NA,NA,NA,NA,NA
378,Saturday 2:30 PM - 3:30 PM,NA,NA,NA,NA,NA,NA
379,NA,NA,NA,NA,NA,NA,NA
380,NA,NA,NA,NA,NA,NA,NA
381,3:00 PM to 3:45 PM,NA,NA,NA,NA,5:30 PM to 6:30 PM,NA
382,NA,NA,NA,NA,NA,NA,NA
383,NA,NA,NA,NA,NA,NA,NA
384,"[""3:00 PM on Saturday""]",NA,NA,NA,NA,NA,NA
385,NA,NA,NA,NA,NA,NA,NA
386,10:00 AM - 11:30 AM,NA,NA,NA,NA,NA,NA
387,3:00 PM - 3:45 PM - Saint Agnes,NA,6:00 PM - 7:00 PM - Saint Rose,NA,NA,NA,9:45 AM - 10:30 AM - Saint Rose
388,NA,NA,NA,NA,NA,NA,NA
389,NA,NA,NA,NA,NA,NA,NA
390,Saturday: 3:00 - 3:30 PM or by appointment,NA,NA,NA,NA,NA,NA
391,3:15 PM - 3:45 PM,NA,NA,NA,NA,NA,NA
392,1:30 PM to 3:30 PM,3:00 PM to 4:00 PM,10:00 AM to 1:00 PM,10:00 AM to 1:00 PM,10:00 AM to 1:00 PM,"10:00 AM to 1:00 PM, 4:30 PM to 5:30 PM",10:00 AM to 1:00 PM
393,NA,NA,NA,NA,NA,NA,NA
394,NA,NA,NA,NA,NA,NA,NA
395,NA,10:30 AM - 12:30 PM,NA,NA,NA,NA,NA
396,NA,NA,NA,NA,NA,NA,NA
397,11:00 AM to 12:00 PM,NA,NA,NA,NA,NA,NA
398,NA,NA,NA,NA,NA,NA,NA
399,3:30 PM - 3:50 PM,8:30 AM - 8:50 AM,NA,NA,NA,NA,NA
400,4:00 PM - 4:45 PM,NA,NA,NA,NA,NA,NA
401,NA,NA,NA,NA,NA,NA,NA
402,Saturday 4:00 PM - 4:45 PM,NA,NA,NA,NA,NA,NA
403,NA,NA,NA,NA,NA,NA,NA
404,10:30 AM,"10:00 AM, 7:00 PM",11:30 AM,11:30 AM,11:30 AM,11:30 AM,11:30 AM
405,"8:00 AM - 8:45 AM (Lower Church), 3:00 PM - 3:45 PM (Rectory Front Porch)",NA,NA,NA,NA,NA,"6:00 PM - 6:45 PM (Spanish, Lower Church)"
406,NA,NA,NA,NA,NA,NA,NA
407,"9:40 AM – 11:40 AM, 12:40 PM – 3:30 PM",By request in-between Masses,"8:30 AM – 11:40 AM, 12:40 PM – 4:25 PM, After the 4:45 PM Mass by request","8:30 AM – 11:40 AM, 12:40 PM – 4:25 PM, After the 4:45 PM Mass by request","8:30 AM – 11:40 AM, 12:40 PM – 4:25 PM, After the 4:45 PM Mass by request","8:30 AM – 11:40 AM, 12:40 PM – 4:25 PM, After the 4:45 PM Mass by request","8:30 AM – 11:40 AM, 12:40 PM – 4:25 PM, After the 4:45 PM Mass by request"
408,3:15 PM - 3:45 PM,NA,NA,Mornings after 8 AM Mass,NA,NA,NA
409,NA,NA,NA,NA,NA,NA,NA
410,Saturdays from 12:00 PM to 1:00 PM,NA,NA,NA,NA,NA,NA
411,Saturdays from 3:00 PM - 3:45 PM or by appointment,NA,NA,NA,NA,NA,NA
412,9:30 AM - 10:30 AM,NA,NA,NA,NA,NA,NA
413,NA,NA,NA,NA,NA,NA,NA
414,NA,NA,NA,NA,NA,NA,NA
415,NA,NA,NA,NA,NA,NA,NA
416,Confessions are heard every Saturday morning from 9:00 AM to 10:00 AM in the confessional at Saint John's Church.,NA,NA,NA,NA,NA,NA
417,Saturdays 3:30 PM - 3:50 PM,NA,NA,NA,NA,NA,NA
418,3:00 PM - 3:30 PM,NA,NA,NA,NA,NA,NA
419,NA,NA,NA,NA,NA,NA,NA
420,1:00 PM - 2:30 PM,NA,NA,7:00 PM - 8:00 PM,NA,NA,NA
421,NA,NA,NA,NA,NA,NA,NA
422,Prior to all Masses and anytime by appointment,NA,NA,NA,NA,NA,NA
423,Fridays 7:00 PM - 9:00 PM,NA,NA,NA,NA,NA,NA
424,NA,NA,NA,NA,NA,NA,NA
425,NA,NA,5:00 PM - 6:30 PM,NA,NA,NA,5:00 PM - 6:30 PM or by appointment
426,3:00 PM - 3:45 PM,NA,NA,NA,NA,NA,NA
427,NA,NA,NA,NA,NA,NA,NA
428,NA,NA,NA,NA,NA,NA,NA
429,10:00 AM - 1:00 PM,NA,"10:00 AM - 12:00 PM, 4:30 PM - 5:15 PM","10:00 AM - 12:00 PM, 4:30 PM - 5:15 PM","10:00 AM - 12:00 PM, 4:30 PM - 5:15 PM","10:00 AM - 12:00 PM, 4:30 PM - 5:15 PM","10:00 AM - 12:00 PM, 4:30 PM - 5:15 PM"
430,"Saturday afternoons, from 3:00 PM to 3:45 PM, or by appointment",NA,NA,NA,NA,NA,NA
431,NA,NA,NA,NA,NA,NA,NA
432,NA,NA,NA,NA,NA,NA,NA
433,2:30 PM - 3:45 PM,NA,NA,"11:00 AM - 12:00 PM, 3:00 PM - 4:00 PM",NA,NA,"3:00 PM - 4:00 PM, 6:00 PM - 7:00 PM"
434,8:00 AM,NA,NA,NA,NA,NA,NA
435,"Saturdays in the church from Noon to 12:45 PM, or by advance appointment.",NA,NA,NA,NA,NA,NA
436,"[""Saturdays between 3:15 PM and 3:45 PM"",""Tuesday mornings after 8 AM Mass""]",NA,NA,NA,NA,NA,NA
437,8:30 AM to 9:30 AM,NA,NA,NA,NA,NA,NA
438,Fridays 7:00 PM - 9:00 PM,NA,NA,NA,NA,NA,NA
439,9:30 AM to 10:30 AM,NA,6:00 PM to 7:00 PM,NA,NA,NA,NA
440,Saturday from 3:00 PM - 3:30 PM,NA,NA,NA,NA,NA,NA
441,3:00 PM - 3:45 PM or by appointment,NA,NA,NA,NA,5:00 PM - 6:00 PM,After 9:00 AM Mass
442,Saturday at 3:15 PM before the 4:00 PM Mass,NA,NA,NA,NA,NA,NA
443,01:00 PM - 02:00 PM,NA,NA,05:45 PM - 06:45 PM,NA,NA,NA
444,NA,NA,NA,NA,NA,NA,NA
445,"Thirty minutes prior to Mass on Saturday afternoon or Sunday morning, and any time by appointment.",NA,NA,NA,NA,NA,NA
446,3:00 PM - 3:45 PM,NA,11:20 AM - 11:50 AM,11:20 AM - 11:50 AM,11:20 AM - 11:50 AM,11:20 AM - 11:50 AM,11:20 AM - 11:50 AM
447,3:00 PM - 4:30 PM,NA,NA,NA,NA,1:30 PM - 3:30 PM (during academic term),NA
448,3:15 PM to 3:45 PM,NA,NA,NA,NA,NA,NA
449,NA,NA,NA,NA,NA,NA,NA
450,NA,NA,NA,NA,NA,NA,NA
451,NA,NA,NA,NA,NA,NA,NA
452,NA,NA,NA,NA,NA,NA,NA
453,NA,NA,NA,NA,NA,NA,NA
454,NA,NA,NA,NA,NA,NA,NA
455,9:45 AM - 10:30 AM and 12:00 PM - 1:00 PM,NA,NA,NA,NA,NA,NA
456,6:00 PM,"9:30 AM to 10:00 AM, 11:30 AM to 12:30 PM",7:00 PM to 8:00 PM,NA,7:00 PM,9:30 AM to 11:00 AM,NA
457,2:30 PM - 4:00 PM in the chapel on the lower level of St. Margaret's Church,NA,NA,NA,NA,NA,6:00 PM - 7:00 PM in St. Malachy's chapel
458,NA,NA,NA,NA,NA,NA,NA
459,3:00 PM to 3:45 PM at St. Dorothy Church or by appointment,NA,NA,NA,NA,NA,NA
460,NA,NA,NA,NA,NA,NA,NA
461,4:00 PM - 4:45 PM,NA,NA,7:00 PM - 8:00 PM,NA,NA,NA
462,4:00 PM - 4:45 PM on Saturdays,NA,NA,NA,NA,NA,NA
463,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,NA,NA,NA,NA,NA
467,4:00 PM - 4:45 PM,NA,NA,NA,NA,NA,NA
468,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,NA,NA,NA,NA,NA
470,3:30 PM - 4:50 PM,"9:00 AM - 9:50 AM, 11:00 AM - 11:50 AM",7:30 AM - 8:00 AM,7:30 AM - 8:00 AM,7:30 AM - 8:00 AM,7:30 AM - 8:00 AM,7:30 AM - 8:00 AM
471,NA,NA,NA,NA,NA,NA,NA
472,4:00 PM to 4:45 PM,NA,NA,12:00 PM to 6:30 PM,NA,NA,NA
473,3:00 PM,NA,NA,NA,NA,NA,NA
474,NA,NA,NA,10:00 AM - 11:00 AM,NA,6:30 PM - 7:30 PM,NA
475,4:00 PM - 4:45 PM,NA,NA,NA,NA,NA,NA
476,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,NA,NA,NA,NA,NA
478,4:00 PM at St. Ignatius,10:00 AM at St. Vincent,NA,NA,NA,NA,NA
479,4:00 PM - 4:45 PM,NA,NA,NA,6:00 PM - 6:45 PM,NA,NA
480,NA,NA,NA,NA,NA,NA,NA
481,3:15 PM - 4:00 PM,NA,NA,NA,NA,NA,NA
482,After 8:00 AM Mass,NA,NA,NA,5:30 PM - 6:20 PM,NA,NA
483,NA,NA,NA,NA,NA,NA,NA
484,Saturday 3:30 PM - 4:15 PM,NA,NA,NA,NA,NA,NA
485,7:00 AM - 8:00 AM,"7:00 AM - 7:45 AM, 9:15 AM - 10:30 AM",11:00 AM - 12:00 PM,11:00 AM - 12:00 PM,5:00 PM - 6:00 PM,11:00 AM - 12:00 PM,11:00 AM - 12:00 PM
486,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,NA,NA,NA,NA,NA
488,4:00 PM - 4:45 PM or by appointment,NA,NA,NA,5:30 PM - 6:00 PM,NA,7:30 AM - 7:55 AM
489,3:30 PM - 4:00 PM,NA,NA,NA,NA,NA,NA
490,NA,NA,NA,NA,NA,NA,NA
491,Saturday\u2019s 4:00 PM to 4:45 PM in the Cry Room or call for an appointment.,NA,NA,NA,NA,NA,NA
492,Saturday from 3:00 PM \u2013 3:45 PM,NA,NA,NA,NA,NA,NA
493,NA,NA,NA,NA,NA,NA,NA
494,"8:30 AM - after the 8:00 AM Mass, after the 5:00 PM Mass",NA,NA,NA,NA,NA,NA
495,NA,NA,NA,NA,NA,NA,NA
496,"9:00-9:20 AM Sunday, or by appointment",NA,NA,NA,NA,NA,NA
497,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,NA,NA,NA,NA,NA
499,3:00 PM - 4:00 PM,NA,NA,NA,NA,NA,NA
