pkParish,Parish,Website,Address,Email,PhoneNumber,ArchdioceseID
169,St. Charles Borromeo Catholic Church,https://www.nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fparish.stcharlesbloomington.org%2F&data=04%7C01%7C%7C600fe1875b924a119af708d9786742c1%7Ca54192d98f824167ba15f0159a5c6254%7C0%7C0%7C637673207161763391%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=1LxE0BgHovmC78vMM2Z2ZFRXYBIZyDB9RdSL%2BIjXUBQ%3D&reserved=0,"2222 E 3rd Street Bloomington, IN 47401",parishoffice@stcharlesbloomington.org,(812) 336-6846,0
170,St. Christopher Parish,https://www.stchrisindy.org/,,,,0
171,St. Francis Xavier Catholic Church,https://www.stfrancisxavierhenryville.org,"101 North Ferguson Henryville, IN 47126",stfrancissecretary@northclarkcountycatholic.org,(812) 294-4682,0
172,St. Gabriel and St. Bridget Catholic Church,https://www.stgandb.org/,"{""St. Gabriel Church"": ""232 West 9th Street, Connersville, IN 47331"",""St. Bridget Church"": ""404 E. Vine Street, Liberty, IN 47353""}",prader@stgabrielconnersville.org,(765) 825-8578,0
173,St. Gabriel The Archangel Church,https://www.stgabrielindy.org/,"6000 W 34th St, Indianapolis, IN 46214",parish@stgabrielindy.org,(317) 291-7014,0
174,St. John Paul II Catholic Church,https://www.stjohnpaulparish.org,"2253 West St. Joe Rd. Sellersburg, IN 47172",kconklin@stjohnpaulparish.org,(812) 246-2512,0
175,Saint John the Apostle Catholic Church,https://www.sjabloomington.org,"4607 West State Road 46, Bloomington, Indiana 47404-9255",SJASecretary@sjabloomington.org,(812) 876-1974,0
176,"126 W. Georgia St. Indianapolis, IN 46225-1004",https://www.stjohnsindy.org,317-635-2021,St. John the Evangelist Catholic Church,,0
177,Saint Joseph Catholic Church,https://www.stjosephindy.org/,"1401 South Mickley Avenue, Indianapolis, IN 46241",stjosephschurch@hotmail.com,(317) 244-9002,0
178,St. Joseph University Parish,https://www.stjoeup.org/,,,(812) 232-7011,0
179,Saint John the Apostle Catholic Church,https://www.sjabloomington.org,"4607 West State Road 46, Bloomington, Indiana 47404-9255",SJASecretary@sjabloomington.org,(812) 876-1974,0
180,"St. Lawrence, St. Mary & St. Teresa",https://www.stlawrencecc.org/,"542 Walnut Street, Lawrenceburg, IN 47025",parishoffice@dccatholics.com,(812) 537-3992,0
181,St. Malachy Catholic Church,https://www.stmalachy.org/,"9833 E County Road 750 N, Brownsburg, IN 46112",info@stmalachy.org,(317) 852-3195,0
182,St. Margaret Mary Catholic Church,https://www.smmth.org/,"2405 S 7th St, Terre Haute, IN 47802",mcoad@smmth.org,(812) 232-3512,0
183,St. Paul,https://www.thequadparishes.org,"824 Jefferson Street Tell City, IN 47586",stpaulch@psci.net,(812) 547-7994,0
184,St. Martin of Tours,https://www.stmtours.org,"1709 E. Harrison St. Martinsville, IN 46151",parishoffice@stmtours.org,(765) 342-6379,0
185,St. Mary's Parish,https://www.stmarysgreensburg.com/,"1331 E Hunter Robbins Way, Greensburg, IN 47240",,(812) 663-8427,0
186,Saint Vincent de Paul Catholic Church,https://www.yourcclc.org/,"1723 I Street, Bedford, IN 47421",amhnmiller@yahoo.com,(812) 275-6539,0
187,St. Mary of the Annunciation Church,https://www.stmarysna.org,"415 East 8th Street, New Albany, IN 47150",info@stmarysna.org,(812) 944-0417,0
188,St. Mary's,https://www.mystmarys.com,"211 4th Street \u2022 Aurora, IN 47001",randy.dennis@mystmarys.com,(812) 926-1558,0
189,Saint Matthew Catholic Church,https://www.saintmatt.org,"4100 East 56th Street, Indianapolis, IN 46220-5599",atully@saintmatt.org,(317) 257-4297,0
190,St. Michael & St. Peter Catholic Churches,https://www.brookvilleparishes.com,"145 St. Michael Blvd. Brookville, IN 47012",brookvilleparishes@gmail.com,(765) 647-5462,0
191,St. Michael Catholic Church,https://www.stmichaelsgrfld.org/,"519 Jefferson Blvd. Greenfield, IN 46140",,(317) 462-4240,0
192,St. Monica Catholic Church,https://www.stmonicaindy.org,"6131 N Michigan Rd, Indianapolis, IN 46228",parishoffice@stmonicaindy.org,(317) 253-2193,0
193,St. Paul Catholic Center,https://www.hoosiercatholic.org,"1413 E. 17th Street, Bloomington, IN 47408",info@hoosiercatholic.org,(812) 339-5561,0
194,St. Paul the Apostle Catholic Church,https://www.stpaul-greencastle.com,"202 E. Washington Street, Greencastle, Indiana 46135",,(765) 653-5678,0
195,Saints Peter & Paul Cathedral,https://www.ssppc.org/,"1347 N Meridian St. Indianapolis, IN 46202",info@ssppc.org,(317) 634-4519,0
196,The Oratory of Saints Philomena and Cecilia,https://www.latinmassbrookville.com,"16194 St. Mary\u2019s Road, Brookville, IN 47012",,(765) 647-0310,0
197,St. Pius X Catholic Church,https://www.spxparish.org/,"7200 Sarto Drive, Indianapolis, IN 46240",,(317) 255-4534,0
198,St. Susanna Catholic Church,https://www.saintsusannachurch.com,"1210 E. Main Street, Plainfield, IN 46168",info@saintsusanna.com,(317) 839-3333,0
199,"St. Lawrence, St. Mary & St. Teresa",https://www.dearborncatholics.org,"542 Walnut Street, Lawrenceburg, IN 47025",parishoffice@dccatholics.com,(812) 537-3992,0
200,St. Therese Little Flower Catholic Church,https://www.littleflowerparish.org/,"4720 East 13th St, Indianapolis, IN 46201",pclegg@littleflowerparish.org,(317) 357-8352,0
201,St. Thomas Aquinas,https://www.staindy.org/church,"4625 N. Kenwood Ave, Indianapolis, IN 46208",frvarghese@staindy.org,(317) 253-1461,0
202,St. Thomas More Catholic Church,https://www.stm-church.org/,"1200 N. Indiana Street, Mooresville, Indiana, 46158",info@stm-church.org,(317) 831-4142,0
203,St. Thomas the Apostle,https://www.stthomasfortville.com,"523 S. Merrill St. Fortville, IN 46040","{""Priest"": ""fraaronjenkins@stthomasfortville.com"",""Parish Office"": ""secretary@stthomasfortville.com"",""Youth Ministry"": ""youthministry@stthomasfortville.com""}",,0
204,All Saints Catholic Church,https://www.allsaintsdunwoody.org/,"2443 Mt Vernon Rd, Atlanta GA 30338",jessicad@allsaintsdunwoody.org,(770) 393-3255,0
205,Basilica of the Sacred Heart of Jesus,https://www.sacredheartatlanta.org,"353 Peachtree St NE, Atlanta, GA 30308",jhowren@sacredheartatlanta.org,(404) 522-6800,0
206,Cathedral of Christ the King,https://www.cathedralctk.com,"2699 Peachtree Road NE, Atlanta, Georgia 30305",ask@ctking.com,(404) 233-2145,0
207,Christ the Redeemer Catholic Church,https://www.ctrcc.net,"991 Kilough Church Rd., Dawsonville, GA 30534",office@ctrcc.net,(706) 265-1361,0
208,Divine Mercy Catholic Mission,https://www.divinemercyatl.com/,"3542 Clairmont Rd NE, Brookhaven, GA 30319",info@divinemercyatl.com,(404) 975-1776,0
209,Divino Ni\u00f1o Jes\u00fas,https://www.divinonino.org,"4400 Abbotts Bridge Rd, Duluth, GA 30097-2100",,(678) 417-7912,0
210,Epiphany of Our Lord Byzantine Catholic Church,https://www.epiphanybyz.org/,"2030 Old Alabama Road, Roswell, Georgia 30076, United States",,(770) 993-0973,0
211,Good Samaritan Catholic Church,https://www.goodsamaritanellijay.com,,office@goodsamaritanellijay.com,,0
212,Good Shepherd,https://www.gsrcc.net/,"3740 Holtzclaw Road, Cumming, GA 30041",RVelasco@gsrcc.net,(770) 887-9861,0
213,Holy Family Catholic Church,https://www.holyfamilycc.org,"3401 Lower Roswell Road, Marietta, GA 30068",mgravedeperalta@holyfamilycc.org,(770) 973-0038,0
214,St. Thomas Syro-Malabar Catholic Eparchy of Chicago,https://www.stthomasdiocese.org/parishes/atlanta-0,"310 W. Lake Street, Elmhurst, IL 60126",contact@stthomasdiocese.org,,0
215,Holy Name of Jesus Chinese Catholic Church,https://www.hnojatl.org/,"5395 LIGHT CIRCLE NW, NORCROSS GA 30071",bhao@hnojatl.org,(678) 691-3261,0
216,Holy Spirit Catholic Church,https://www.hsccatl.com,"4465 Northside Drive, NW Atlanta, GA 30327",,(404) 252-4513,0
217,Holy Trinity Catholic Church,https://www.holytrinityptc.org,"101 Walt Banks Road, Peachtree City, GA 30269",HolyTrinity@HolyTrinityPTC.org,,0
218,Holy Vietnamese Martyrs Catholic Church,https://www.cttdvnatl.org,"4545-A Timmers Way, Norcross, GA",info@hvmatl.org,(770) 921-0077,0
219,Kidanemehret Eritrean Ge'ez Rite Catholic Church,https://www.kidanemehretatlanta.com/,"1355 Rockbridge Rd, Stone Mountain, GA 30087",abraham.araya678@gmail.com,(404) 453-7287,0
220,Korean Martyrs Catholic Church,https://www.kmccga.com/,"6003 Buford Hwy NE, Doraville, GA 30340",kmccga.office@gmail.com,(770) 455-1380,0
221,Mary Our Queen,https://www.maryourqueen.com,"6260 The Corners Parkway, Peachtree Corners, Georgia 30092",office@maryourqueen.com,(770) 416-0002,0
222,Most Blessed Sacrament,https://www.mbschurch.com,"South Fulton, GA",,,0
223,Mother of God Catholic Church,https://www.motherofgodchurch.wordpress.com/,"6495 Shiloh Rd., Suite 400, Alpharetta, GA 30005",MotherofGodCh@aol.com,(770) 760-1111,0
224,Misi\u00f3n Cat\u00f3lica Nuestra Se\u00f1ora de las Americas,https://www.oloacm.org/,,,,0
225,Our Lady of Lourdes,https://www.lourdesatlanta.org,"25 Boulevard N.E., Atlanta, Ga 30312, (Parking available at 494 Edgewood Avenue)",cpinard@lourdesatlanta.org,(404) 522-6776,0
226,Our Lady of the Assumption Catholic Church,https://www.olachurch.org,"{""Office"": ""1406 Hearst Drive NE"",""Church"": ""1350 Hearst Drive NE, Brookhaven, GA 30319""}",astephens@olachurch.org,(404) 261-7181,0
227,Our Lady of the Mount Roman Catholic Church,https://www.olmcc.com/,"1227 Scenic Highway, Lookout Mountain, GA 30750",amackey@olmcc.com,(706) 820-0680,0
228,Gi\u00e1o X\u1ee9 \u0110\u1ee9c M\u1eb9 Vi\u1ec7t Nam,https://www.giaoxuducmevietnam.org,"91 Valley Hill Rd. Riverdale, Georgia 30274",info@gxdmvn.org,(770) 472-9963,0
229,Prince of Peace,https://www.PoPFB.org,"6439 Spout Springs Road Flowery Branch, GA 30542",Adoration@popfb.org,(678) 960-0040,0
230,Sacred Heart Catholic Church,https://www.sacredheartofgriffin.org,"1323 MacArthur Drive, Griffin GA 30224",shpriest@comcast.net,(770) 227-2378,0
231,Sacred Heart of Jesus Catholic Church,https://www.sacredheartmilledgeville.org,"110 N. Jefferson Street, Milledgeville, GA 31061",sacredheartmga@gmail.com,(478) 452-2421,0
232,Sacred Heart of Hartwell,https://www.sacredheartofhartwell.com,"1009 Benson St Hartwell, GA 30643",admin@shjhartwell.org,(706) 376-4112,0
233,Saint Aelred,https://www.staelred.org/,"4951 Macon Highway, Bishop, GA 30621",Fr.Gregory.Tipton@Ordinariate.net,(706) 389-4009,0
234,St. Andrew Catholic Church,https://www.standrewcatholic.org,"675 Riverside Rd, Roswell, GA 30075",volvera@standrewcatholic.org,(770) 641-9720,0
235,St. Andrew Kim Korean Catholic Church of Atlanta,https://www.sakc.org/,2249 Duluth HWY 120 Duluth GA 30097,sakcga.office@gmail.com,(770) 622-2577,0
236,Saint Ann,https://www.st-ann.org,"4905 Roswell Road, Marietta, Georgia 30062",contact@st-ann.org,(770) 552-6400,0
237,St. Anna's Catholic Church,https://www.st-annas.com,,secretary@st-annas.com,(770) 267-7637,0
238,Saint Anthony Roman Catholic Church,https://www.saintanthonyblueridge.com/,"967 E Main St, Blue Ridge, Georgia 30513",SaintAnthonyBlueRidge.com,(706) 632-5970,0
239,St. Anthony of Padua Catholic Church,https://www.stanthonyatlanta.org,"928 Ralph David Abernathy Blvd SW Atlanta, GA 30310",parishoffice@stanthonyatlanta.org,(404) 758-8861,0
240,St. Augustine of Hippo,https://www.staugcc.org,,,(770) 787-1064,0
241,St. Benedict,https://www.stbenedict.net,"11045 Parsons Road, Johns Creek, GA 30097-1769",office@stbenedict.net,(770) 442-5903,0
242,St. Bernadette Catholic Church,https://www.stbernadettecc.org,"100 Evergreen Lane, Cedartown, GA 30125",parishoffice@stbernadettecc.org,(770) 748-1517,0
243,St. Brendan the Navigator,https://www.stbrendansatl.com,"4633 Shiloh Road Cumming, GA 30040",,(770) 205-7969,0
244,Saint Brigid Catholic Church,https://www.saintbrigid.org,"3400 Old Alabama Rd. Johns Creek, GA 30022",,(678) 393-0060,0
245,St. Catherine Labour\u00e9,https://www.stcatherinelabourega.org,"180 Elrod Road, Jefferson, Georgia 30549",info@stcatherinelabourega.org,(706) 367-7220,0
246,St. Catherine of Siena,https://www.stcatherinercc.org,"1618 Ben King Road, Kennesaw, Ga 30144",office@stcatherinercc.org,(770) 428-7139,0
247,St. Clare of Assisi,https://www.stclarecc.org/,"6301 Cedarcrest Road, Acworth, GA 30101",Adoration@stclarecc.org,(770) 485-0825,0
248,St. Clements,https://www.stclementsga.org,"875 Highway 53 West SW Calhoun, GA 30701",voliveira@stclementsga.org,(706) 629-2345,0
249,St. Francis de Sales,https://www.fsspatl.com/,"587 Landers Dr SW, Mableton, GA 30126",secretary@fsspatl.com,(770) 948-6888,0
250,St. Gabriel Catholic Church,https://www.stgabrielga.com,,,(770) 461-0492,0
251,Saint George Catholic Church,https://www.stgeorgenewnan.org,"771 Roscoe Rd Newnan, GA 30263",frstephen@stgeorgenewnan.org,(770) 251-5353,0
252,Saint Helena Catholic Church,https://www.sthelenacc-clayton.org/,"137 Meadow Stream Lane, Clayton, GA 30525",office@sthelenacc.org,(706) 782-5152,0
253,St. James Catholic Church,https://www.stjamesmadison.catholicparish.info,562 Vine St.,,,0
254,St. James the Apostle Catholic Church,https://www.stjamesapostlecatholicchurch.com/,"1000 Decatur Road, McDonough, GA 30252",parishoffice@stjamesapostle.com,(770) 957-5441,0
255,St. John Chrysostom Melkite Catholic Church,https://www.stjohnmelkite.org/,"1428 Ponce de Leon Ave., N.E., Atlanta, GA 30307",contact@stjohnmelkite.org,(404) 373-9522,0
256,St. John Paul II Catholic Mission,https://www.stjohnpauliicatholicchurch.org,"2410 S Smith Rd, Gainesville, GA 30504",offices@sjp2cc.org,(770) 532-6772,0
257,St. John the Evangelist Catholic Church,https://www.stjohnevangelist.net,"230 Arnold Street, Hapeville, Georgia 30354",mjardin@stjohnevangelist.net,(404) 768-5688,0
258,St. John Vianney Catholic Church,https://www.sjvpar.net,"1920 Skyview Drive, Lithia Springs, GA 30122",parishoffice@sjvpar.net,(770) 941-2807,0
259,St. Joseph,https://www.stjosephathens.org,"958 Epps Bridge Parkway, Athens, GA 30606",secretary@stjosephathens.com,(706) 548-6332,0
260,Saint Joseph's Catholic Church,https://www.sjccdalton.com,"968 Haig Mill Lake Rd., Dalton, Georgia 30720",sjccdalton@gmail.com,(706) 278-3107,0
261,Saint Joseph Catholic Church,https://www.saintjosephcc.org,"87 Lacy Street NW, Marietta, GA 30060",,(770) 422-5633,0
262,Saint Jude the Apostle,https://www.judeatl.com/,"{""Mailing"": ""7171 Glenridge Drive, Sandy Springs, GA 30328"",""GPS"": ""705 Spalding Drive, Sandy Springs, GA 30328""}",Adoration@judeatl.com,(770) 394-3896,0
263,St. Lawrence Catholic Church,https://www.saintlaw.org,"319 Grayson Hwy, Lawrenceville, GA 30046, United States of America",info@saintlaw.org,(770) 963-8992,0
264,St. Luke the Evangelist Roman Catholic Church,https://www.stlukercc.org,,"[""office@stlukercc.org"",""kpeffer@stlukercc.org""]",(706) 864-4779,0
265,St. Marguerite d'Youville Catholic Church,https://www.stmdy.com,"85 Gloster Rd NW, Lawrenceville, GA 30044",admin@stmdy.org,,0
266,St. Mark Catholic Church,https://www.stmarkrcc.org/,"5410 HIGHWAY 197 S, CLARKESVILLE, GA",assistant@stmrk.org,(706) 754-4518,0
267,St. Mary's Church / Iglesia Santa Mar\u00eda,https://www.smcrome.org,,,(706) 290-9000,0
268,St Mary Catholic Church,https://www.stmarystoccoa.org/,"231 Rothell Road Ext. Toccoa, GA 30577",stmarystoccoa@gmail.com,,0
269,St. Mary Magdalene,https://www.smmcatholic.org,"3 Village Road, Newnan, GA 30265",psmith@smmcatholic.org,(770) 253-1888,0
270,Saint Matthew Catholic Church,https://www.saintmatthewcc.org,"25 Wilkins Road SW Winder, GA 30680",stmatthew@saintmatthewcc.org,(770) 867-4876,0
271,Saint Michael Roman Catholic Church,https://www.saintmichael.cc,"1440 Pearce Circle NE, Gainesville, Georgia 30501-2457",,(770) 534-3338,0
272,Saint Monica Catholic Church,https://www.saintmonicas.com,"1700 Buford Highway, Duluth, GA 30097",receptiondesk@saintmonicas.com,(678) 584-9947,0
273,Saint Oliver Plunkett Catholic Church,https://www.stolivers.com,"3200 Brooks Dr SW, Snellville, GA, 30078, United States",kfromme@stolivers.com,(770) 979-2500,0
274,St. Patrick's Catholic Church,https://www.stpatricksga.org,"2140 Beaver Ruin Rd, Norcross, GA 30071",info@stpatricksga.org,(770) 448-2028,0
275,St Paul the Apostle Catholic Church,https://www.stpaulcleveland.com,,frfabio71@gmail.com,(770) 757-8958,0
276,St. Peter's Catholic Church,https://www.stplagrange.com/,"200 LAFAYETTE PARKWAY, LAGRANGE, GA",INFO@STPETERSLAGRANGE.NET,(706) 884-4224,0
277,St. Peter Chanel,https://www.stpeterchanel.org,"11330 Woodstock Road, Roswell, GA 30075",mplachta@stpeterchanel.org,(678) 277-9424,0
278,St. Peter the Rock Catholic Church,https://www.stpetertherock.com,"{""Physical"": ""3594 Barnesville Hwy. Thomaston, GA 30286"",""Mailing"": ""PO Box 280 The Rock, GA 30285""}",TZahuta@archatl.com,(706) 648-2599,0
279,St. Philip Benizi Parish,https://www.stphilipbenizi.org,"591 Flint River Rd, Jonesboro, GA 30238, United States of America",parishoffice@stphilipbenizi.org,(770) 478-0178,0
280,St. Pius X Catholic Church,https://www.spxconyers.com,"2621 Hwy 20 SE, Conyers, GA 30013",,(770) 483-3660,0
281,St. Theresa of the Child Jesus,https://www.sainttheresacatholicchurch.org,"4401 Prestley Mill Rd. Douglasville, Ga 30135",admin@sttheresacc.org,(770) 489-7115,0
282,St. Thomas Aquinas,https://www.sta.org,"535 Rucker Rd Alpharetta, GA 30004-4048",,(770) 475-4501,0
283,St. Thomas The Apostle Catholic Church,https://www.stthomastheapostle.org,"4300 King Springs Road, S.E. Smyrna, GA 30082",stthomasga@stthomastheapostle.org,(770) 432-8579,0
284,St Vincent de Paul Catholic Church,https://www.saintvincentdepaulchurch.org,"680 W Memorial Dr, Dallas, GA 30132",,(770) 443-0566,0
285,Sts. Peter & Paul Catholic Church,https://www.pnpatl.cc/,"2560 Tilson Road, Decatur, GA 30032",debbie@stspandp.com,(404) 241-5862,0
286,Catholic Shrine of the Immaculate Conception,https://www.catholicshrineatlanta.org,"48 Martin Luther King Jr. Dr. SW, Atlanta, Georgia 30303",contactus@catholicshrineatlanta.org,(404) 521-1866,0
287,Transfiguration,https://www.transfiguration.com,"1815 Blackwell Rd, Marietta, GA 30066",lrega@transfiguration.com,(770) 977-1442,0
288,Saint Agnes Parish,https://www.stagneslouisville.org/,"1920 Newburg Road, Louisville, KY 40205",jmeirose@stagneslouisville.org,(502) 451-2220,0
289,St. Albert the Great,https://www.stalbert.org/,"1395 Girard Drive, Louisville, KY 40222",office@stalbert.org,(502) 425-3940,0
290,All Saints Roman Catholic Church,https://www.allsaintstville.org/,"410 Main Cross, Taylorsville, KY 40071",,(502) 477-6676,0
291,St. Aloysius Catholic Church,https://www.staloysiuspwv.org/,"212 Mt. Mercy Drive, Pewee Valley, KY 40056",parishoffice@staloysiuspwv.org,(502) 241-8452,0
292,The Church of the Annunciation,https://www.annunciationky.org,,,(502) 633-1547,0
293,Ascension Parish,https://www.ascension-parish.com/,"4600 Lynnbrook Dr, Louisville, KY 40220",dschabel@ascension-parish.com,,0
294,Saint Athanasius,https://www.stathanasiuslouisville.com/,"5915 Outer Loop Louisville, Ky 40219, United States",secretary@staparish.com,,0
295,St. Benedict,https://www.sta-stb.org/,"211 West Oak St. Lebanon Junction, KY 40150",,(502) 543-5918,0
296,Saint Boniface,https://www.stbonifaceparish.com/,"531 East Liberty Street, Louisville, KY 40202",patty@stbonifaceparish.com,(502) 584-4279,0
297,Cathedral of the Assumption,https://www.cathedraloftheassumption.org/,"433 S. Fifth Street Louisville, KY 40202",administrator@cathedraloftheassumption.org,(502) 582-2971,0
298,St. Dominic Catholic Church,https://www.stdomparish.org/,"303 West Main Street, Springfield, KY 40069","{""Pastor"": ""pastor@stdomparish.org"",""Secretary"": ""stdom@stdomparish.org"",""DRE"": ""dre@stdomparish.org""}",(859) 336-3569,0
299,St. Elizabeth Ann Seton Church,https://www.easeton.com/,"11501 Maple Way, Louisville KY 40229",parishoffice@easeton.com,(502) 969-0004,0
300,Pax Christi Collaborative,https://www.paxchristilou.org/,"747 Harrison Avenue, Louisville, KY 40217",parishoffice@paxchristilou.org,(502) 637-7600,0
301,St. Frances of Rome,https://www.saintfrancesofrome.org,"2119 Payne Street Louisville, KY 40206",stfranrome@sfrlou.org,(502) 896-8401,0
302,Catholic Community of St. Francis of Assisi,https://www.ccsfachurch.org/,"1960 Bardstown Road, Louisville, KY 40205",drenauer@ccsfa.org,(502) 456-6394,0
303,St. Francis Xavier Church,https://www.sfxmw.com/,"155 Stringer Lane, Mt. Washington, KY 40047",,(502) 538-4933,0
304,Saint Gabriel the Archangel Catholic Parish,https://www.stgabriel.net/,"5505 Bardstown Rd. Louisville, Kentucky 40291-1909",parish@stgabriel.net,(502) 239-5481,0
305,Holy Rosary Catholic Church,https://www.holyrosarymanton.org/,"6964 Cissellville Rd, Springfield, KY 40069, United States of America",htr@bardstown.com,(859) 284-5242,0
306,Incarnation Catholic Church,https://www.icclou.org/,"2229 Lower Hunters Trace, Louisville, KY 40216",secretary@icclou.org,(502) 447-2013,0
307,Saint James Catholic Church,https://www.stjames-etown.org,"307 West Dixie Avenue, Elizabethtown, KY 42701",parishoffice@stjames-etown.org,(270) 765-6268,0
308,St. John Chrysostom,https://www.stjohn-eminence.org/,"Eminence, Henry County",,,0
309,St. John Paul II Parish,https://www.stjpiiparish.com,"3539 Goldsmith Lane, Louisville, KY 40220",frcasey@stjpiiparish.com,(502) 459-4251,0
310,St John The Apostle Church,https://www.stjohnonline.org/,"515 Broadway, Brandenburg, KY 40108",sjsecretary@bbtel.com,(270) 422-2196,0
311,St. John the Baptist Catholic Church,https://www.sites.google.com/view/stjohncatholicchurch/,"657 St. John Church Road, Elizabethtown, KY 42701",stjohncatholicchurch657@gmail.com,,0
312,Saint Joseph Catholic Church,https://www.sjosephcatholic.org/,"1406 E Washington St, Louisville, KY 40206, United States of America",parish@sjosephcatholic.org,(502) 583-7401,0
313,St. Lawrence Catholic Church,https://www.stl-lawrence.org/,"1925 Lewiston Dr., Louisville, KY 40216",stlsusang@gmail.com,(502) 448-2122,0
314,St. Luke,https://www.stlukelouisville.org/,"4211 Jim Hawkins Dr, Louisville, Kentucky",stlukelouisville@gmail.com,(502) 969-3291,0
315,St. Margaret Mary,https://www.stmm.org/,"7813 Shelbyville Road, Louisville, KY 40222",parish@stmm.org,(502) 426-1588,0
316,St. Martha Catholic Parish,https://www.stmarthalouisville.org/,"Louisville, KY",parish@stmarthachurch.org,(502) 491-8535,0
317,Saint Martin de Porres,https://www.stmartindeporrescatholic.org,"3112 West Broadway, Louisville, Kentucky 40211",,(502) 778-1118,0
318,St. Mary Magdalen of Pazzi,https://www.stmarypayneville.org/,"{""Physical"": ""110 KY-376, Payneville, KY 40157"",""Mailing"": ""P.O. Box 110, Payneville, KY 40157""}",stmarymag@bbtel.com,(270) 496-4333,0
319,St. Michael the Archangel Church,https://www.stmichaelfairfield.com/,"Fairfield, Kentucky",,,0
320,St. Monica Catholic Church,https://www.stmonicabardstown.org/,"407 South Third Street Bardstown, KY 40004",saintmonicabardstown@gmail.com,(502) 348-5250,0
321,Our Lady of Lourdes,https://www.ourlourdes.org/,"508 Breckenridge Lane, Louisville, KY 40207",office@ourlourdes.org,(502) 896-0241,0
322,Our Lady Of Perpetual Help,https://www.onfirecatholic.com/,"213 University Dr, Campbellsville, KY 42718, United States of America",,(270) 465-4282,0
323,St. Patrick Catholic Church,https://www.stpatlou.org,"1000 North Beckley Station Road, Louisville, KY 40245",ourparish@stpatlou.org,(502) 244-6083,0
324,St. Raphael The Archangel Catholic Church,https://www.sraparish.org/,"2141 Lancashire Ave. Louisville, Ky 40205",,(502) 458-2500,0
325,St Rita Catholic Church,https://www.saintrita.net,"8709 Preston Hwy, Louisville KY 40219",frmike@saintrita.net,(502) 969-4579,0
326,St. Rose Priory Church,https://www.strosespringfield.org/,"868 Loretto Road, Springfield, KY 40069",strose3121@att.net,(859) 336-3121,0
327,Sts. Simon & Jude Parish,https://www.stssimonandjudechurch.com/,"4335 Hazelwood Ave, Louisville, KY 40215, US",,(502) 368-4887,0
328,St. Theresa of Avila,https://www.sttheresarhodelia.org/,"9245 Rhodelia Rd Payneville, KY 40157",sttheresa@bbtel.com,(270) 496-4362,0
329,St. William,https://www.stwilliamchurch.org/,"1226 W. Oak Street, Louisville, KY 40210",StWilliamChurchLouisville@gmail.com,(502) 635-6307,0
330,Ascension Parish,https://www.theascensionparish.com,"{""Sudbury Campus"": ""160 Concord Rd, Sudbury, MA 01776"",""Maynard Campus"": ""29 Sudbury St, Maynard, MA 01754""}",,(978) 443-2647,0
331,Blessed Andrew Phu-Yen Parish of Saint Clement Church,https://www.saintclementcatholicparish.org,"{""Church"": ""64 Warner Street, Medford, MA 02155"",""Rectory"": ""71 Warner Street, Medford, MA 02155"",""Office"": ""579 Boston Ave., Medford, MA 02155""}",secretarystclement@outlook.com,(781) 396-3922,0
332,Blessed Trinity Parish,https://www.blessedtrinitycatholic.org,"75 King St, Littleton, MA 01460-1528",,(978) 320-4220,0
333,Chapel of Our Savior,https://www.chapelofoursaviorbrockton.org,"475 Westgate Drive, Brockton, Massachusetts 02301",info@chapelofoursaviorbrockton.org,(508) 583-8357,0
334,Brockton Catholic Tri-Parish Collaborative,https://www.brocktoncatholic.org,"439 West St., Brockton, MA 02301",receptionist@brocktoncatholic.org,(508) 586-4715,0
335,Corpus Christi - St. Bernard Parish,https://www.ccsbparish.org,"1523 Washington St., West Newton, MA 02465",info@ccsbparish.org,(617) 244-0608,0
336,Divine Mercy Parish,https://www.divinemercyquincy.org,"386 Hancock Street, Quincy, MA 02171",office@divinemercyquincy.org,(617) 328-8666,0
337,Saint Brigid of Kildare Parish and Gate of Heaven Parish with Saint Augustine Chapel Community,https://www.gateofheavenstbrigid.org,"841 East Broadway, South Boston, MA 02127",mymail@mailservice.com,(617) 268-3344,0
338,Good Shepherd Parish,https://www.goodshepherdwayland.org,"99 Main St, Wayland, MA 01778",parish@goodshepherdwayland.org,(508) 650-3545,0
339,Holy Apostles Parish,https://www.holyapostlescatholic.org,"575 Monponsett Street, Halifax, MA 02338",,(781) 293-7971,0
340,DORCHESTER CATHOLIC,https://www.dorchestercatholic.org,"278 Bowdoin St., Dorchester MA 02122",newdorchestercatholic@gmail.com,(617) 265-1132,0
341,Holy Family & Saint Irene Parishes,https://www.cc-catholic.org,,,,0
342,Holy Family,https://www.holyfamilyduxbury.org,"601 Tremont Street, Duxbury MA 02332",,(781) 934-5055,0
343,Holy Family Parish & Our Lady of Good Voyage Parish,https://www.ccgronline.com,"74 Pleasant Street Gloucester, Massachusetts 01930",frjim@ccgronline.com,(978) 281-4820,0
344,Holy Family Parish,https://www.m.facebook.com/profile.php?id=225140914216557,,,,0
345,Host Catholic Collaborative,https://www.hostcatholiclynn.org,"Lynn, MA",,(781) 595-7487,0
346,Saint Bridget Parish,https://www.loccc.org,"455 Plymouth St., Abington MA",sbparishsecretary@comcast.net,(781) 878-0900,0
